Insertion Threads, Removal Threads, Replacement Threads,,,,
49089203, replace, started,400,4000, , [ 2 7 20 39 58 80 244 271 282 290 438 2440 4000 4380 ] 
49096883, replace, finished,400,4000, true, [ 2 7 20 39 58 80 244 271 282 290 438 2440 4000 4380 ] 
49171785, add, started,337, , , [ 2 7 20 39 58 80 244 271 282 290 438 2440 4000 4380 ] 
49188450, replace, started,337,3370, , [ 2 7 20 39 58 80 244 271 282 290 438 2440 4000 4380 ] 
49192448, remove, finished,316, , false, [ 2 7 20 39 58 80 244 271 282 290 438 2440 4000 4380 ] 
49203729, replace, started,337,3370, , [ 2 7 20 39 58 80 244 271 282 290 438 2440 4000 4380 ] 
49292445, remove, finished,400, , false, [ 2 7 20 39 58 80 244 271 282 290 438 2440 4000 4380 ] 
49445425, add, started,160, , , [ 2 7 20 39 58 80 244 271 282 290 438 2440 4000 4380 ] 
49465438, add, finished,87, , true, [ 2 7 20 39 58 80 87 244 271 282 290 438 2440 4000 4380 ] 
49486970, add, started,192, , , [ 2 7 20 39 58 80 87 244 271 282 290 438 2440 4000 4380 ] 
49594855, add, finished,482, , true, [ 2 7 20 39 58 80 87 244 271 282 290 438 482 2440 4000 4380 ] 
49661121, add, finished,160, , true, [ 2 7 20 39 58 80 87 160 244 271 282 290 438 482 2440 4000 4380 ] 
49687931, replace, started,192,1920, , [ 2 7 20 39 58 80 87 160 244 271 282 290 438 482 2440 4000 4380 ] 
50022699, add, finished,248, , true, [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 482 2440 4000 4380 ] 
50030458, add, started,458, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 482 2440 4000 4380 ] 
50038016, replace, started,458,4580, , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 482 2440 4000 4380 ] 
50042256, replace, started,458,4580, , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 482 2440 4000 4380 ] 
50146324, replace, finished,466,4660, true, [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 482 2440 4000 4380 4660 ] 
50236159, add, finished,466, , true, [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 466 482 2440 4000 4380 4660 ] 
50423818, remove, finished,371, , false, [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 466 482 2440 4000 4380 4660 ] 
50521733, remove, finished,371, , false, [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 466 482 2440 4000 4380 4660 ] 
50562979, remove, started,458, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 466 482 2440 4000 4380 4660 ] 
50614511, add, started,461, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 466 482 2440 4000 4380 4660 ] 
50644792, add, started,159, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 466 482 2440 4000 4380 4660 ] 
50796742, remove, started,159, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 466 482 2440 4000 4380 4660 ] 
50978536, add, finished,461, , true, [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 461 466 482 2440 4000 4380 4660 ] 
51001097, replace, started,159,1590, , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 461 466 482 2440 4000 4380 4660 ] 
51039417, add, started,1, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 461 466 482 2440 4000 4380 4660 ] 
51042577, remove, started,1, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 438 461 466 482 2440 4000 4380 4660 ] 
51089467, add, started,268, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51098615, remove, started,268, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51106619, remove, started,268, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51119679, replace, started,268,2680, , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51119828, add, finished,371, , true, [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51314330, replace, finished,8,80, false, [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51473544, remove, finished,8, , false, [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51559546, remove, started,268, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51572681, remove, finished,268, , false, [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51592727, add, started,134, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51609696, add, started,410, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51742157, replace, started,134,1340, , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51963777, add, started,312, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
51985264, remove, started,312, , , [ 2 7 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
52016588, add, finished,8, , true, [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
52023383, add, started,45, , , [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
52051229, replace, started,45,450, , [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 ] 
52066278, remove, started,45, , , [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 4840 ] 
52141713, replace, finished,484,4840, true, [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 371 438 461 466 482 2440 4000 4380 4660 4840 ] 
52268594, add, finished,312, , true, [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 2440 4000 4380 4660 4840 ] 
52369636, add, started,371, , , [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 2440 4000 4380 4660 4840 ] 
52372127, remove, started,371, , , [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 2440 4000 4380 4660 4840 ] 
52394558, remove, finished,45, , false, [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 2440 4000 4380 4660 4840 ] 
52420317, remove, started,371, , , [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 2440 4000 4380 4660 4840 ] 
52517954, add, finished,484, , true, [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 484 2440 4000 4380 4660 4840 ] 
52649841, replace, finished,282,2820, true, [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 484 2440 2820 4000 4380 4660 4840 ] 
52713003, remove, finished,282, , false, [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 484 2440 2820 4000 4380 4660 4840 ] 
52760857, add, started,230, , , [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 484 2440 2820 4000 4380 4660 4840 ] 
52924245, replace, started,230,2300, , [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 484 2440 2820 4000 4380 4660 4840 ] 
53011304, replace, finished,282,2820, false, [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 484 2440 2820 4000 4380 4660 4840 ] 
53066010, replace, finished,230,2300, true, [ 2 7 8 20 39 58 80 87 160 244 248 271 282 290 312 371 438 461 466 482 484 2300 2440 2820 4000 4380 4660 4840 ] 
53455594, add, finished,230, , true, [ 2 7 8 20 39 58 80 87 160 230 244 248 271 282 290 312 371 438 461 466 482 484 2300 2440 2820 4000 4380 4660 4840 ] 
53728282, remove, finished,371, , false, [ 2 7 8 20 39 58 80 87 160 230 244 248 271 282 290 312 371 438 461 466 482 484 2300 2440 2820 4000 4380 4660 4840 ] 
53803495, remove, finished,371, , false, [ 2 7 8 20 39 58 80 87 160 230 244 248 271 282 290 312 371 438 461 466 482 484 2300 2440 2820 4000 4380 4660 4840 ] 
53858294, add, finished,371, , false, [ 2 7 8 20 39 58 80 87 160 230 244 248 271 282 290 312 371 438 461 466 482 484 2300 2440 2820 4000 4380 4660 4840 ] 
54247658, add, finished,45, , true, [ 2 7 8 20 39 45 58 80 87 160 230 244 248 271 282 290 312 371 438 461 466 482 484 2300 2440 2820 4000 4380 4660 4840 ] 
54318547, replace, finished,45,450, true, [ 2 7 8 20 39 58 80 87 160 230 244 248 271 282 290 312 371 438 450 461 466 482 484 2300 2440 2820 4000 4380 4660 4840 ] 
54416672, remove, finished,312, , false, [ 2 7 8 20 39 58 80 87 160 230 244 248 271 282 290 312 371 438 450 461 466 482 484 2300 2440 2820 4000 4380 4660 4840 ] 
54469459, replace, finished,134,1340, true, [ 2 7 8 20 39 58 80 87 160 230 244 248 271 282 290 312 371 438 450 461 466 482 484 1340 2300 2440 2820 4000 4380 4660 4840 ] 
54505828, add, finished,410, , true, [ 2 7 8 20 39 58 80 87 160 230 244 248 271 282 290 312 371 410 438 450 461 466 482 484 1340 2300 2440 2820 4000 4380 4660 4840 ] 
54566392, add, finished,134, , true, [ 2 7 8 20 39 58 80 87 134 160 230 244 248 271 282 290 312 371 410 438 450 461 466 482 484 1340 2300 2440 2820 4000 4380 4660 4840 ] 
54624332, remove, finished,268, , false, [ 2 7 8 20 39 58 80 87 134 160 230 244 248 271 282 290 312 371 410 438 450 461 466 482 484 1340 2300 2440 2820 4000 4380 4660 4840 ] 
54832603, remove, finished,268, , false, [ 2 7 8 20 39 58 80 87 134 160 230 244 248 271 282 290 312 371 410 438 450 461 466 482 484 1340 2300 2440 2820 4000 4380 4660 4840 ] 
54989286, replace, finished,268,2680, true, [ 2 7 8 20 39 58 80 87 134 160 230 244 248 271 282 290 312 371 410 438 450 461 466 482 484 1340 2300 2440 2680 2820 4000 4380 4660 4840 ] 
55064615, remove, finished,1, , false, [ 2 7 8 20 39 58 80 87 134 160 230 244 248 271 282 290 312 371 410 438 450 461 466 482 484 1340 2300 2440 2680 2820 4000 4380 4660 4840 ] 
55124141, add, finished,1, , true, [ 1 2 7 8 20 39 58 80 87 134 160 230 244 248 271 282 290 312 371 410 438 450 461 466 482 484 1340 2300 2440 2680 2820 4000 4380 4660 4840 ] 
55210323, add, finished,268, , true, [ 1 2 7 8 20 39 58 80 87 134 160 230 244 248 268 271 282 290 312 371 410 438 450 461 466 482 484 1340 2300 2440 2680 2820 4000 4380 4660 4840 ] 
55302774, replace, finished,159,1590, true, [ 1 2 7 8 20 39 58 80 87 134 160 230 244 248 268 271 282 290 312 371 410 438 450 461 466 482 484 1340 1590 2300 2440 2680 2820 4000 4380 4660 4840 ] 
55468349, remove, finished,159, , false, [ 1 2 7 8 20 39 58 80 87 134 160 230 244 248 268 271 282 290 312 371 410 438 450 461 466 482 484 1340 1590 2300 2440 2680 2820 4000 4380 4660 4840 ] 
55533371, add, finished,159, , true, [ 1 2 7 8 20 39 58 80 87 134 159 160 230 244 248 268 271 282 290 312 371 410 438 450 461 466 482 484 1340 1590 2300 2440 2680 2820 4000 4380 4660 4840 ] 
55619887, remove, finished,458, , false, [ 1 2 7 8 20 39 58 80 87 134 159 160 230 244 248 268 271 282 290 312 371 410 438 450 461 466 482 484 1340 1590 2300 2440 2680 2820 4000 4380 4660 4840 ] 
56105016, replace, finished,458,4580, true, [ 1 2 7 8 20 39 58 80 87 134 159 160 230 244 248 268 271 282 290 312 371 410 438 450 461 466 482 484 1340 1590 2300 2440 2680 2820 4000 4380 4580 4660 4840 ] 
56171633, replace, finished,458,4580, false, [ 1 2 7 8 20 39 58 80 87 134 159 160 230 244 248 268 271 282 290 312 371 410 438 450 461 466 482 484 1340 1590 2300 2440 2680 2820 4000 4380 4580 4660 4840 ] 
56257214, add, finished,458, , true, [ 1 2 7 8 20 39 58 80 87 134 159 160 230 244 248 268 271 282 290 312 371 410 438 450 458 461 466 482 484 1340 1590 2300 2440 2680 2820 4000 4380 4580 4660 4840 ] 
56485788, replace, finished,192,1920, true, [ 1 2 7 8 20 39 58 80 87 134 159 160 230 244 248 268 271 282 290 312 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2820 4000 4380 4580 4660 4840 ] 
56631843, add, finished,192, , true, [ 1 2 7 8 20 39 58 80 87 134 159 160 192 230 244 248 268 271 282 290 312 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2820 4000 4380 4580 4660 4840 ] 
56892131, replace, finished,337,3370, true, [ 1 2 7 8 20 39 58 80 87 134 159 160 192 230 244 248 268 271 282 290 312 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2820 3370 4000 4380 4580 4660 4840 ] 
56934972, replace, finished,273,2730, true, [ 1 2 7 8 20 39 58 80 87 134 159 160 192 230 244 248 268 271 282 290 312 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
56973676, replace, finished,337,3370, false, [ 1 2 7 8 20 39 58 80 87 134 159 160 192 230 244 248 268 271 282 290 312 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57083393, add, finished,273, , true, [ 1 2 7 8 20 39 58 80 87 134 159 160 192 230 244 248 268 271 273 282 290 312 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57153699, add, finished,212, , true, [ 1 2 7 8 20 39 58 80 87 134 159 160 192 212 230 244 248 268 271 273 282 290 312 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57200720, add, finished,56, , true, [ 1 2 7 8 20 39 56 58 80 87 134 159 160 192 212 230 244 248 268 271 273 282 290 312 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57257916, add, finished,271, , false, [ 1 2 7 8 20 39 56 58 80 87 134 159 160 192 212 230 244 248 268 271 273 282 290 312 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57369131, replace, finished,400,4000, false, [ 1 2 7 8 20 39 56 58 80 87 134 159 160 192 212 230 244 248 268 271 273 282 290 312 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57431697, add, finished,337, , true, [ 1 2 7 8 20 39 56 58 80 87 134 159 160 192 212 230 244 248 268 271 273 282 290 312 337 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57528848, replace, finished,400,4000, false, [ 1 2 7 8 20 39 56 58 80 87 134 159 160 192 212 230 244 248 268 271 273 282 290 312 337 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57624073, replace, finished,400,4000, false, [ 1 2 7 8 20 39 56 58 80 87 134 159 160 192 212 230 244 248 268 271 273 282 290 312 337 371 410 438 450 458 461 466 482 484 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57699201, replace, finished,87,870, true, [ 1 2 7 8 20 39 56 58 80 134 159 160 192 212 230 244 248 268 271 273 282 290 312 337 371 410 438 450 458 461 466 482 484 870 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57731109, remove, finished,400, , false, [ 1 2 7 8 20 39 56 58 80 134 159 160 192 212 230 244 248 268 271 273 282 290 312 337 371 410 438 450 458 461 466 482 484 870 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57784300, remove, finished,87, , false, [ 1 2 7 8 20 39 56 58 80 134 159 160 192 212 230 244 248 268 271 273 282 290 312 337 371 410 438 450 458 461 466 482 484 870 1340 1590 1920 2300 2440 2680 2730 2820 3370 4000 4380 4580 4660 4840 ] 
57836802, replace, finished,316,3160, true, [ 1 2 7 8 20 39 56 58 80 134 159 160 192 212 230 244 248 268 271 273 282 290 312 337 371 410 438 450 458 461 466 482 484 870 1340 1590 1920 2300 2440 2680 2730 2820 3160 3370 4000 4380 4580 4660 4840 ] 
57900062, add, finished,316, , true, [ 1 2 7 8 20 39 56 58 80 134 159 160 192 212 230 244 248 268 271 273 282 290 312 316 337 371 410 438 450 458 461 466 482 484 870 1340 1590 1920 2300 2440 2680 2730 2820 3160 3370 4000 4380 4580 4660 4840 ] 
57973057, replace, finished,316,3160, false, [ 1 2 7 8 20 39 56 58 80 134 159 160 192 212 230 244 248 268 271 273 282 290 312 316 337 371 410 438 450 458 461 466 482 484 870 1340 1590 1920 2300 2440 2680 2730 2820 3160 3370 4000 4380 4580 4660 4840 ] 
58017237, replace, finished,316,3160, false, [ 1 2 7 8 20 39 56 58 80 134 159 160 192 212 230 244 248 268 271 273 282 290 312 316 337 371 410 438 450 458 461 466 482 484 870 1340 1590 1920 2300 2440 2680 2730 2820 3160 3370 4000 4380 4580 4660 4840 ] 
58058127, add, finished,400, , true, [ 1 2 7 8 20 39 56 58 80 134 159 160 192 212 230 244 248 268 271 273 282 290 312 316 337 371 400 410 438 450 458 461 466 482 484 870 1340 1590 1920 2300 2440 2680 2730 2820 3160 3370 4000 4380 4580 4660 4840 ] 
58110224, replace, finished,248,2480, true, [ 1 2 7 8 20 39 56 58 80 134 159 160 192 212 230 244 248 268 271 273 282 290 312 316 337 371 400 410 438 450 458 461 466 482 484 870 1340 1590 1920 2300 2440 2480 2680 2730 2820 3160 3370 4000 4380 4580 4660 4840 ] 
