Insertion Threads, Removal Threads, Replacement Threads,,,,
22997341, replace, started,31,310, , [ 30 35 186 332 343 1100 3320 3430 ] 
23031068, remove, started,31, , , [ 30 35 186 332 343 1100 3320 3430 ] 
23094755, remove, finished,115, , false, [ 30 35 186 332 343 1100 3320 3430 ] 
23096665, add, started,36, , , [ 30 35 186 332 343 1100 3320 3430 ] 
23130609, add, started,216, , , [ 30 35 186 332 343 1100 3320 3430 ] 
23144191, replace, started,216,2160, , [ 30 35 115 186 332 343 1100 3320 3430 ] 
23154757, add, finished,115, , true, [ 30 35 115 186 332 343 1100 3320 3430 ] 
23268007, add, finished,31, , true, [ 30 31 35 115 186 332 343 1100 3320 3430 ] 
23327993, replace, finished,216,2160, true, [ 30 31 35 115 186 332 343 1100 2160 3320 3430 ] 
23409930, add, started,208, , , [ 30 31 35 115 186 332 343 1100 2160 3320 3430 ] 
23421507, remove, finished,31, , true, [ 30 35 115 186 332 343 1100 2160 3320 3430 ] 
23500985, add, started,271, , , [ 30 35 115 186 332 343 1100 2160 3320 3430 ] 
23596525, add, started,165, , , [ 30 35 115 186 332 343 1100 2160 3320 3430 ] 
23696805, remove, started,165, , , [ 30 35 115 186 332 343 1100 2160 3320 3430 ] 
23727450, remove, finished,30, , true, [ 35 115 186 332 343 1100 2160 3320 3430 ] 
23745013, add, started,109, , , [ 35 115 186 332 343 1100 2160 3320 3430 ] 
23750522, remove, started,165, , , [ 35 115 186 332 343 1100 2160 3320 3430 ] 
23854690, add, finished,216, , true, [ 35 115 186 216 332 343 1100 2160 3320 3430 ] 
24044524, add, finished,345, , true, [ 35 115 186 216 332 343 345 1100 2160 3320 3430 ] 
24118969, add, started,167, , , [ 35 115 186 216 332 343 345 1100 2160 3320 3430 ] 
24138504, remove, started,167, , , [ 35 115 186 216 332 343 345 1100 2160 3320 3430 ] 
24201859, remove, finished,165, , false, [ 35 115 186 216 332 343 345 1100 2160 3320 3430 ] 
24375625, add, finished,109, , true, [ 35 109 115 186 216 332 343 345 1100 2160 3320 3430 ] 
26645084, replace, started,167,1670, , [ 35 109 115 186 216 332 343 345 1100 2160 3320 3430 ] 
26645664, remove, started,183, , , [ 35 109 115 186 216 332 343 345 1100 2160 3320 3430 ] 
26647480, remove, started,183, , , [ 35 109 115 186 216 332 343 345 1100 2160 3320 3430 ] 
26649993, add, started,183, , , [ 35 109 115 186 216 332 343 345 1100 2160 3320 3430 ] 
26711518, remove, finished,165, , false, [ 35 109 115 186 216 332 343 345 1100 2160 3320 3430 ] 
26711714, replace, started,183,1830, , [ 35 109 115 186 216 332 343 345 1100 2160 3320 3430 ] 
26809594, add, finished,165, , true, [ 35 109 115 165 186 216 332 343 345 1100 2160 3320 3430 ] 
26876325, add, finished,271, , true, [ 35 109 115 165 186 216 271 332 343 345 1100 2160 3320 3430 ] 
27042694, remove, finished,183, , false, [ 35 109 115 165 186 216 271 332 343 345 1100 2160 3320 3430 ] 
27163477, add, finished,208, , true, [ 35 109 115 165 186 208 216 271 332 343 345 1100 2160 3320 3430 ] 
27415459, add, finished,216, , false, [ 35 109 115 165 186 208 216 271 332 343 345 1100 2160 3320 3430 ] 
27526198, replace, finished,216,2160, false, [ 35 109 115 165 186 208 216 271 332 343 345 1100 2160 3320 3430 ] 
27592573, add, finished,36, , true, [ 35 36 109 115 165 186 208 216 271 332 343 345 1100 2160 3320 3430 ] 
27811954, replace, finished,31,310, true, [ 35 36 109 115 165 186 208 216 271 310 332 343 345 1100 2160 3320 3430 ] 
27884017, replace, finished,132,1320, true, [ 35 36 109 115 165 186 208 216 271 310 332 343 345 1100 1320 2160 3320 3430 ] 
27949215, replace, finished,132,1320, false, [ 35 36 109 115 165 186 208 216 271 310 332 343 345 1100 1320 2160 3320 3430 ] 
28108099, add, finished,132, , true, [ 35 36 109 115 132 165 186 208 216 271 310 332 343 345 1100 1320 2160 3320 3430 ] 
28163439, add, finished,221, , true, [ 35 36 109 115 132 165 186 208 216 221 271 310 332 343 345 1100 1320 2160 3320 3430 ] 
28950517, replace, finished,183,1830, true, [ 35 36 109 115 132 165 186 208 216 221 271 310 332 343 345 1100 1320 1830 2160 3320 3430 ] 
29053655, add, finished,183, , true, [ 35 36 109 115 132 165 183 186 208 216 221 271 310 332 343 345 1100 1320 1830 2160 3320 3430 ] 
29190208, remove, finished,183, , false, [ 35 36 109 115 132 165 183 186 208 216 221 271 310 332 343 345 1100 1320 1830 2160 3320 3430 ] 
29254316, replace, finished,167,1670, true, [ 35 36 109 115 132 165 183 186 208 216 221 271 310 332 343 345 1100 1320 1670 1830 2160 3320 3430 ] 
29436067, remove, finished,167, , false, [ 35 36 109 115 132 165 183 186 208 216 221 271 310 332 343 345 1100 1320 1670 1830 2160 3320 3430 ] 
29504062, add, finished,167, , true, [ 35 36 109 115 132 165 167 183 186 208 216 221 271 310 332 343 345 1100 1320 1670 1830 2160 3320 3430 ] 
