Insertion Threads, Removal Threads, Replacement Threads,,,,
29209261, replace, started,337,3370, , [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 340 345 460 890 1890 3020 3450 ] 
29224010, replace, started,337,3370, , [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 340 345 460 890 1890 3020 3450 ] 
29251061, remove, finished,337, , false, [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 340 345 460 890 1890 3020 3450 ] 
29304106, remove, finished,337, , false, [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 340 345 460 890 1890 3020 3450 ] 
29485241, replace, finished,337,3370, true, [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 340 345 460 890 1890 3020 3370 3450 ] 
29509638, add, started,24, , , [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 340 345 460 890 1890 3020 3370 3450 ] 
29532204, remove, finished,337, , false, [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 340 345 460 890 1890 3020 3370 3450 ] 
29608012, add, finished,337, , true, [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
29712909, remove, started,24, , , [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
31886990, replace, started,24,240, , [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
31902566, remove, started,24, , , [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
32012728, remove, started,24, , , [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
32196740, add, started,202, , , [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
32216287, replace, started,202,2020, , [ 1 23 92 99 120 171 172 189 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
32292030, add, finished,169, , true, [ 1 23 92 99 120 169 171 172 189 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
32342108, remove, finished,24, , false, [ 1 23 92 99 120 169 171 172 189 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
32416178, remove, finished,24, , false, [ 1 23 92 99 120 169 171 172 189 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
32483936, replace, finished,24,240, true, [ 1 23 92 99 120 169 171 172 189 240 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
32652003, remove, finished,24, , false, [ 1 23 92 99 120 169 171 172 189 240 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
33064536, add, finished,24, , true, [ 1 23 24 92 99 120 169 171 172 189 240 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
33408464, replace, finished,337,3370, false, [ 1 23 24 92 99 120 169 171 172 189 240 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
33445203, remove, finished,337, , false, [ 1 23 24 92 99 120 169 171 172 189 240 253 285 289 290 302 315 337 340 345 460 890 1890 3020 3370 3450 ] 
34203618, replace, finished,202,2020, true, [ 1 23 24 92 99 120 169 171 172 189 240 253 285 289 290 302 315 337 340 345 460 890 1890 2020 3020 3370 3450 ] 
34242899, add, finished,202, , true, [ 1 23 24 92 99 120 169 171 172 189 202 240 253 285 289 290 302 315 337 340 345 460 890 1890 2020 3020 3370 3450 ] 
