Insertion Threads, Removal Threads, Replacement Threads,,,,
22401693, replace, finished,300,3000, true, [ 94 158 177 266 284 940 2840 3000 ] 
22610233, remove, started,135, , , [ 94 158 177 266 284 940 2840 3000 ] 
22676819, replace, finished,300,3000, false, [ 94 158 177 266 284 940 2840 3000 ] 
22699118, add, finished,300, , true, [ 94 158 177 266 284 300 940 1770 2840 3000 ] 
22788621, replace, finished,177,1770, true, [ 94 158 177 266 284 300 940 1770 2840 3000 ] 
22912047, replace, started,135,1350, , [ 94 158 177 266 284 300 940 1770 2840 3000 ] 
22931312, remove, started,135, , , [ 94 158 177 266 284 300 940 1770 2840 3000 ] 
23056694, remove, finished,135, , false, [ 94 158 177 266 284 300 940 1770 2840 3000 ] 
23116808, add, started,36, , , [ 94 158 177 266 284 300 940 1770 2840 3000 ] 
23176263, replace, started,36,360, , [ 94 158 177 266 284 300 940 1770 2840 3000 ] 
23266965, remove, started,36, , , [ 94 158 177 266 284 300 940 1770 2840 3000 ] 
23301466, add, started,231, , , [ 94 158 177 266 284 300 940 1770 2840 3000 ] 
23402376, add, finished,135, , true, [ 94 135 158 177 266 284 300 940 1770 2840 3000 ] 
23515872, remove, started,231, , , [ 94 135 158 177 266 284 300 940 1770 2840 3000 ] 
23547464, replace, finished,36,360, true, [ 94 135 158 177 266 284 300 360 940 1770 2840 3000 ] 
23646404, add, started,296, , , [ 94 135 158 177 266 284 300 360 940 1770 2840 3000 ] 
23661606, replace, started,296,2960, , [ 94 135 158 177 266 284 300 360 940 1770 2840 3000 ] 
23768531, replace, finished,300,3000, false, [ 94 135 158 177 266 284 300 360 940 1770 2840 3000 ] 
23871090, replace, finished,300,3000, false, [ 94 135 158 177 266 284 300 360 940 1770 2840 3000 ] 
23880967, add, started,299, , , [ 94 135 158 177 266 284 300 360 940 1770 2840 3000 ] 
23938676, remove, started,299, , , [ 94 135 158 177 266 284 300 360 940 1770 2840 3000 ] 
23986986, add, started,36, , , [ 94 135 158 177 266 284 300 360 940 1770 2840 2960 3000 ] 
24012754, replace, finished,296,2960, true, [ 94 135 158 177 266 284 300 360 940 1770 2840 2960 3000 ] 
24279492, add, finished,296, , true, [ 94 135 158 177 266 284 296 300 360 940 1770 2840 2960 3000 ] 
24431225, remove, started,36, , , [ 94 135 158 177 266 284 296 300 360 940 1770 2840 2960 3000 ] 
24433195, remove, started,36, , , [ 94 135 158 177 266 284 296 300 360 940 1770 2840 2960 3000 ] 
24459067, remove, started,36, , , [ 94 135 158 177 266 284 296 300 360 940 1770 2840 2960 3000 ] 
24463355, remove, started,36, , , [ 94 135 158 177 266 284 296 300 360 940 1770 2840 2960 3000 ] 
24556264, remove, started,36, , , [ 94 135 158 177 266 284 296 300 360 940 1770 2840 2960 3000 ] 
24600380, remove, finished,231, , false, [ 94 135 158 177 266 284 296 300 360 940 1770 2840 2960 3000 ] 
24661912, remove, finished,36, , false, [ 94 135 158 177 266 284 296 300 360 940 1770 2840 2960 3000 ] 
24731519, remove, finished,36, , false, [ 94 135 158 177 266 284 296 300 360 940 1770 2840 2960 3000 ] 
24840930, add, started,208, , , [ 94 135 158 177 266 284 296 300 360 940 1770 2840 2960 3000 ] 
24918625, add, finished,231, , true, [ 94 135 158 177 231 266 284 296 300 360 940 1770 2840 2960 3000 ] 
24989743, remove, finished,36, , false, [ 94 135 158 177 231 266 284 296 300 360 940 1770 2840 2960 3000 ] 
25137388, add, finished,36, , true, [ 36 94 135 158 177 231 266 284 296 300 360 940 1770 2840 2960 3000 ] 
25193226, remove, started,208, , , [ 36 94 135 158 177 231 266 284 296 300 360 940 1770 2840 2960 3000 ] 
25199128, remove, started,208, , , [ 36 94 135 158 177 231 266 284 296 300 360 940 1770 2840 2960 3000 ] 
25398388, remove, finished,135, , false, [ 36 94 135 158 177 231 266 284 296 300 360 940 1770 2840 2960 3000 ] 
25480319, remove, finished,208, , false, [ 36 94 135 158 177 231 266 284 296 300 360 940 1770 2840 2960 3000 ] 
25554389, replace, finished,135,1350, true, [ 36 94 135 158 177 231 266 284 296 300 360 940 1350 1770 2840 2960 3000 ] 
28191542, replace, started,208,2080, , [ 36 94 135 158 177 231 266 284 296 300 360 940 1350 1770 2840 2960 3000 ] 
28207651, replace, started,208,2080, , [ 36 94 135 158 177 231 266 284 296 300 360 940 1350 1770 2840 2960 3000 ] 
28223374, add, started,149, , , [ 36 94 135 158 177 231 266 284 296 300 360 940 1350 1770 2840 2960 3000 ] 
28225662, remove, started,149, , , [ 36 94 135 158 177 231 266 284 296 300 360 940 1350 1770 2840 2960 3000 ] 
28293128, replace, started,149,1490, , [ 36 94 135 158 177 231 266 284 296 300 360 940 1350 1770 2840 2960 3000 ] 
28329685, remove, finished,208, , false, [ 36 94 135 158 177 231 266 284 296 300 360 940 1350 1770 2840 2960 3000 ] 
28539326, replace, finished,208,2080, true, [ 36 94 135 158 177 231 266 284 296 300 360 940 1350 1770 2080 2840 2960 3000 ] 
28677847, add, finished,208, , true, [ 36 94 135 158 177 208 231 266 284 296 300 360 940 1350 1770 2080 2840 2960 3000 ] 
28997067, remove, finished,36, , true, [ 94 135 158 177 208 231 266 284 296 300 360 940 1350 1770 2080 2840 2960 3000 ] 
29063119, remove, finished,36, , false, [ 94 135 158 177 208 231 266 284 296 300 360 940 1350 1770 2080 2840 2960 3000 ] 
29132110, remove, finished,36, , false, [ 94 135 158 177 208 231 266 284 296 300 360 940 1350 1770 2080 2840 2960 3000 ] 
29239605, remove, finished,299, , false, [ 94 135 158 177 208 231 266 284 296 300 360 940 1350 1770 2080 2840 2960 3000 ] 
29312814, add, finished,299, , true, [ 94 135 158 177 208 231 266 284 296 299 300 360 940 1350 1770 2080 2840 2960 3000 ] 
29508768, add, finished,36, , true, [ 36 94 135 158 177 208 231 266 284 296 299 300 360 940 1350 1770 2080 2840 2960 3000 ] 
30254395, replace, finished,149,1490, true, [ 36 94 135 158 177 208 231 266 284 296 299 300 360 940 1350 1490 1770 2080 2840 2960 3000 ] 
30309425, add, finished,149, , true, [ 36 94 135 149 158 177 208 231 266 284 296 299 300 360 940 1350 1490 1770 2080 2840 2960 3000 ] 
30385424, remove, finished,149, , false, [ 36 94 135 149 158 177 208 231 266 284 296 299 300 360 940 1350 1490 1770 2080 2840 2960 3000 ] 
30462851, replace, finished,208,2080, false, [ 36 94 135 149 158 177 208 231 266 284 296 299 300 360 940 1350 1490 1770 2080 2840 2960 3000 ] 
